Table 5-26:  Applied Urea (MMT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Urea Fertilizer a,3.3, 3.2 , 3.3 , 3.6 , 3.7 , 3.6 , 3.5 , 3.7 , 4.0 , 4.1 , 4.4 , 4.7 , 4.9 , 5.0 , 5.0 ,4.8, 5.0 , 5.1 , 4.9 , 4.8 , 5.2 , 5.6 , 5.8 , 6.1 , 6.2 , 6.4 , 6.4 , 6.6 ,6.7,6.9,7,7.1,7.3
"a These numbers represent amounts applied to all agricultural land, including cropland remaining cropland, land converted to cropland, grassland remaining grassland, land converted to grassland, settlements remaining settlements, land converted to settlements, forest land remaining forest land and land converted to forest land, as it is not currently possible to apportion the data by land-use/conversion category.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
