Table 3-82:  HF Completions National CH4 Emissions (Metric Tons CH4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
HF Completions – Non-REC with Venting,"187,841","208,967","148,628","173,060","182,739","165,522","241,240","315,577","325,530","352,520","437,013","551,219","469,885","536,261","543,261","590,423","713,269","681,909","710,323","400,205","295,840","135,409","46,805","55,509","23,111","1,693",889,"2,949","1,210",678,75,166,83
HF Completions – Non-REC with Flaring,"3,112","3,450","2,584","2,687","3,061","2,657","4,153","5,354","5,279","5,295","6,402","8,308","7,422","9,284","9,951","11,791","15,133","15,360","17,213","10,222","8,150","6,432","1,887",881,611,389,77,498,652,399,154,31,"1,605"
HF Completions - REC with Venting,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,752,"1,343","2,382","4,447","6,710","9,915","13,718","18,408","12,825","15,409","8,682","5,598","4,203","1,884","15,915","12,562","38,176","28,946","18,150","4,594","2,487","3,376"
HF Completions - REC with Flaring,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,363,616,"1,101","1,589","2,238","3,287","3,430","4,351","2,683","2,564","2,462","2,284","2,677","1,743","8,930","4,622","5,746","1,345","1,148",634,127,190
Total Emissions,"190,954","212,417","151,212","175,746","185,800","168,179","245,393","320,931","330,809","357,815","443,415","560,643","479,266","549,028","559,247","611,162","741,603","714,418","750,295","425,936","321,964","152,985","56,575","63,269","27,348","26,926","18,150","47,369","32,154","20,375","5,458","2,811","5,253"
Previous Estimate,"111,265","110,695","79,422","101,952","100,895","95,648","111,305","156,852","141,480","161,692","220,740","290,995","228,873","265,830","301,984","345,098","393,550","390,154","410,803","228,094","221,646","223,961","86,271","110,400","34,621","26,288","18,416","46,827","32,147","20,002","5,220","6,111",NA
NO (Not Occurring),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA (Not Applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
