Table 3-63:  Produced Water National CH4 Emissions (Metric Tons CH4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Produced Water - Regular Pressure Wells,71854,70700,66914,63275,59492,57382,56029,54823,51916,48647,49886,48643,47662,55579,49191,49840,49857,51738,53760,53882,55158,57474,61185,64086,68362,67926,64907,66887,73727,77370,70374,71749,73665
Produced Water - Low Pressure Wells,20482,20153,19074,18037,16958,16357,15971,15628,14799,13867,14220,13866,13586,15843,14022,14207,14212,14748,15325,15359,15723,16383,17441,18268,19487,19363,18502,19067,21016,22055,20061,20452,20998
Total Emissions,92336,90853,85988,81312,76450,73739,72001,70451,66715,62515,64106,62509,61249,71422,63214,64047,64070,66486,69085,69241,70881,73858,78627,82354,87849,87289,83409,85954,94743,99425,90435,92201,94663
Previous Estimate,91391,89982,85129,80184,75303,72503,70832,69164,65307,61052,62566,60977,59769,69864,61640,62458,62443,64908,67558,67680,69036,72026,76979,80627,86106,85452,81477,84125,92863,97735,88622,88622, NA 
NA (Not Applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
