Table 3-66:  Miscellaneous Production Flaring National CO2 Emissions (kt CH4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"220 - Gulf Coast Basin (LA, TX)",0,0,0,14,25,35,46,55,64,67,76,83,87,95,98,103,108,113,118,119,140,226,415,649,899,1004,496,497,567,609,654,802,649
395 - Williston Basin,0,0,0,4,7,11,15,20,24,26,30,34,38,42,53,71,86,97,122,148,202,273,439,587,763,861,303,537,1701,3049,1307,1312,1241
430 - Permian Basin,0,0,0,22,42,63,84,105,120,128,145,159,171,186,199,214,228,244,268,286,317,370,456,545,686,826,818,1451,1463,4312,2723,2156,2709
"""Other"" Basins",0,0,0,50,97,139,179,217,245,257,283,308,338,365,382,398,409,438,468,481,505,547,607,685,783,847,578,562,639,707,427,368,429
Total Emissions,0,0,0,90,171,247,323,397,453,478,534,584,635,688,733,786,831,892,976,1033,1164,1416,1917,2465,3132,3536,2195,3047,4370,8678,5110,4638,5028
Previous Estimate,0,0,0,89,170,246,322,396,451,476,533,583,633,686,732,786,830,891,976,1032,1163,1416,1918,2466,3132,3537,2181,3063,4307,8225,4679,4154,NA
NA (Not Applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
