Table 3-83:  HF Completions National CO2 Emissions (kt CO2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
HF Completions – Non-REC with Venting,15,18,12,14,17,15,24,26,30,31,37,48,41,45,45,50,60,53,53,30,22,10,2,7,2,+,+,+,+,+,+,+,+
HF Completions – Non-REC with Flaring,472,524,416,431,484,447,673,799,843,831,"1,130","1,373","1,185","1,563","1,765","2,023","2,438","2,515","2,642","1,509","1,332","1,092",355,175,171,50,13,39,57,43,10,2,5
HF Completions - REC with Venting,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,+,1,1,2,4,6,8,11,7,9,4,+,1,+,1,+,1,3,+,+,+,+
HF Completions - REC with Flaring,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,83,136,250,366,496,717,765,931,517,527,492,393,523,361,215,165,400,233,199,87,13,31
Total Emissions,487,542,428,445,501,462,697,825,873,862,"1,167","1,504","1,362","1,859","2,178","2,573","3,222","3,341","3,637","2,064","1,891","1,597",751,706,534,266,177,440,293,243,97,15,36
Previous Estimate,289,287,206,264,262,248,289,407,367,419,572,829,715,911,"1,133","1,418","1,771","1,923","2,220","1,353","1,447","1,937","1,316","1,265",829,267,177,437,290,214,96,15,NA
+ Does not exceed 0.5 kt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO (Not Occurring),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA (Not Applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
