Table 3-90:  Production Equipment Leaks National CO2 Emissions (Metric Tons CO2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Heaters,"1,639"," 1,639 "," 1,719 "," 1,824 "," 1,898 "," 2,038 "," 2,086 "," 2,203 "," 2,274 "," 2,363 "," 2,420 "," 2,614 "," 2,844 "," 3,038 "," 3,214 "," 3,413 "," 3,876 "," 4,028 "," 4,235 "," 4,294 "," 4,308 "," 4,340 "," 4,360 "," 4,321 "," 4,268 "," 4,243 "," 4,324 "," 4,239 ","10,485","3,412","4,261","4,014","4,359"
Separators,"5,372"," 5,372 "," 5,625 "," 5,958 "," 6,240 "," 6,865 "," 7,008 "," 7,491 "," 7,869 "," 8,307 "," 8,638 "," 9,423 "," 10,364 "," 11,252 "," 12,178 "," 13,199 "," 15,740 "," 16,925 "," 18,236 "," 18,896 "," 19,351 "," 19,966 "," 20,423 "," 20,485 "," 20,565 "," 20,846 "," 21,445 "," 19,864 ","19,114","19,689","21,306","17,239","15,518"
Dehydrators,"1,261"," 1,261 "," 1,359 "," 1,416 "," 1,408 "," 1,449 "," 1,403 "," 1,426 "," 1,424 "," 1,423 "," 1,396 "," 1,442 "," 1,524 "," 1,573 "," 1,603 "," 1,642 "," 1,747 "," 1,758 "," 1,786 "," 1,730 "," 1,633 "," 1,569 "," 1,492 "," 1,383 "," 1,269 "," 1,192 "," 1,277 ", 808 ,794,677,589,893,683
Meters/Piping,"5,400"," 5,400 "," 5,656 "," 5,998 "," 6,076 "," 6,458 "," 6,397 "," 6,634 "," 6,774 "," 6,950 "," 7,052 "," 7,558 "," 8,230 "," 8,811 "," 9,316 "," 9,885 "," 11,244 "," 11,747 "," 12,306 "," 12,333 "," 12,120 "," 12,050 "," 11,831 "," 11,333 "," 10,931 "," 10,719 "," 10,958 "," 10,674 ","11,199","11,775","30,564","24,424","11,022"
Compressors,"2,673"," 2,673 "," 2,799 "," 2,963 "," 3,133 "," 3,457 "," 3,525 "," 3,778 "," 3,978 "," 4,191 "," 4,344 "," 4,746 "," 5,269 "," 5,725 "," 6,156 "," 6,659 "," 7,791 "," 8,308 "," 8,819 "," 9,012 "," 9,024 "," 9,158 "," 9,171 "," 8,981 "," 8,869 "," 8,854 "," 8,002 "," 7,525 ","7,818","7,236","6,966","9,079","20,310"
Total Emissions,"16,344"," 16,344 "," 17,157 "," 18,159 "," 18,755 "," 20,268 "," 20,418 "," 21,532 "," 22,319 "," 23,233 "," 23,850 "," 25,784 "," 28,230 "," 30,399 "," 32,466 "," 34,798 "," 40,398 "," 42,767 "," 45,383 "," 46,265 "," 46,436 "," 47,084 "," 47,278 "," 46,503 "," 45,902 "," 45,854 "," 46,006 "," 43,110 ","49,410","42,789","63,686","55,649","51,893"
Previous Estimate,"18,497"," 18,497 "," 18,948 "," 19,105 "," 19,597 "," 20,322 "," 20,125 "," 20,797 "," 21,572 "," 22,246 "," 22,577 "," 23,966 "," 26,353 "," 27,951 "," 29,626 "," 31,204 "," 35,710 "," 37,653 "," 39,948 "," 40,590 "," 40,909 "," 41,351 "," 41,227 "," 40,430 "," 39,811 "," 39,799 "," 39,066 "," 38,552 ","38,458","37,974","37,608","37,608",NA
NA (Not Applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
