Table 3-86:  HF Workovers National CH4 Emissions (Metric Tons CH4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
HF Workovers – Non-REC with Venting,"22,198","25,192","24,978","25,718","26,884","26,799","28,205","29,794","30,819","30,666","30,923","33,390","33,998","35,317","36,409","37,917","39,898","40,916","43,494","43,962","44,658","46,598","24,212","7,742","3,434",41,751,655,114,96,4,17,35
HF Workovers – Non-REC with Flaring,242,291,288,291,309,301,322,347,360,361,364,405,413,439,454,483,522,544,596,608,630,248,48,721,164,19,3,10,29,2,1,+,19
HF Workovers - REC with Venting,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,39,80,126,176,231,290,352,412,472,528,580,"1,320","1,585",766,"1,599",644,914,"1,667",73,229,457,113
HF Workovers - REC with Flaring,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,+,+,+,+,+,+,+,1,1,1,1,1,162,8,182,34,245,6,4,1,2,17
Total Emissions,"22,440","25,483","25,267","26,009","27,193","27,100","28,527","30,141","31,179","31,027","31,286","33,834","34,492","35,882","37,040","38,632","40,710","41,811","44,502","45,043","45,817","47,427","25,581","10,210","4,373","1,841","1,432","1,825","1,816",174,234,476,185
Previous Estimate,"21,427","28,012","27,138","29,263","31,564","31,898","34,656","37,514","39,085","39,615","43,188","47,134","48,770","51,814","53,541","57,972","62,097","64,972","70,446","71,455","72,777","59,355","52,417","65,885","23,800","12,580","14,517","28,474","19,594","13,612","6,771","8,144",NA
+ Does not exceed 0.5 mt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO (Not Occurring),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA (Not Applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
